avg_context_chars,boundary_avg_context_chars,boundary_chunk_recall_at_k,boundary_hit_rate_at_k,boundary_mrr,boundary_ndcg_at_k,boundary_precision_at_k,boundary_search_ms_p50,boundary_search_ms_p95,chunk_recall_at_k,chunk_size,chunker,chunks_per_doc,destroyed_gold_queries,dev_avg_context_chars,dev_chunk_recall_at_k,dev_hit_rate_at_k,dev_mrr,dev_ndcg_at_k,dev_precision_at_k,dev_search_ms_p50,dev_search_ms_p95,group,hit_rate_at_k,mode,mrr,n_chunks,n_docs,name,ndcg_at_k,overlap,precision_at_k,queries,search_ms_p50,search_ms_p95,subset,test_avg_context_chars,test_chunk_recall_at_k,test_hit_rate_at_k,test_mrr,test_ndcg_at_k,test_precision_at_k,test_search_ms_p50,test_search_ms_p95,top_k
4972.4857142857145,4961.771428571428,0.9428571428571428,0.9428571428571428,0.7428571428571428,0.7938736720408214,0.18857142857142867,25.218457999997668,26.54536690000384,0.9714285714285714,1200,chunk_fixed,3.0,,4953.05,0.95,0.95,0.8125,0.8397128049506332,0.28500000000000003,25.300687499999697,27.39678365001268,retriever_noise,0.9714285714285714,vector,0.8678571428571428,210,70,core/vector,0.8879370961671682,200,0.29285714285714254,140,25.283041500003378,26.93215769999639,core,4980.26,0.98,0.98,0.8899999999999999,0.9072268126537825,0.29599999999999954,25.22395849999981,26.533160700012104,5
4929.114285714286,4920.0,0.9142857142857143,0.9142857142857143,0.7147619047619046,0.7641681070752657,0.18285714285714294,26.95933399999717,28.701216999992596,0.9285714285714286,1200,chunk_fixed,3.0,,4929.15,0.8625,0.875,0.73625,0.7564661881496131,0.25500000000000006,26.53256199999987,27.314031249999715,retriever_noise,0.9428571428571428,hybrid,0.844404761904762,210,70,core/hybrid,0.8510591280168953,200,0.2785714285714283,140,26.843645999996113,28.222345850002025,core,4929.1,0.955,0.97,0.8876666666666666,0.8888963039638083,0.28799999999999953,27.00335450000324,28.25588364999021,5
4563.128571428571,4504.4857142857145,0.7714285714285715,0.7714285714285715,0.5809523809523809,0.6299268008163332,0.15428571428571436,5.410750000010012,5.979874999999879,0.8321428571428572,1200,chunk_fixed,3.6315789473684212,,4564.6,0.7,0.725,0.6375,0.63342515938054,0.20500000000000013,5.268000000000939,6.094645800002495,retriever_noise,0.8642857142857143,bm25,0.7625,690,190,noise120/bm25,0.7619907869158183,200,0.25809523809523777,140,5.221459000004813,6.082006250007055,noise120,4562.54,0.885,0.92,0.8124999999999999,0.81341703792993,0.279333333333333,5.168312500003935,6.062743750000976,5
4978.285714285715,4961.771428571428,0.9428571428571428,0.9428571428571428,0.7428571428571428,0.7938736720408214,0.18857142857142867,84.11641699998995,87.48615430000513,0.9714285714285714,1200,chunk_fixed,3.6315789473684212,,4952.55,0.95,0.95,0.8125,0.8397128049506332,0.28500000000000003,86.37922900000206,89.53117739999854,retriever_noise,0.9714285714285714,vector,0.8678571428571428,690,190,noise120/vector,0.8879370961671682,200,0.29285714285714254,140,84.12718750000181,88.54049965000073,noise120,4988.58,0.98,0.98,0.8899999999999999,0.9072268126537825,0.29599999999999954,83.77304199999713,86.51168094999733,5
4914.507142857143,4905.342857142857,0.9142857142857143,0.9142857142857143,0.7052380952380951,0.7573640929936348,0.18285714285714294,90.16237500000557,102.09406679999374,0.9392857142857143,1200,chunk_fixed,3.6315789473684212,,4929.725,0.8625,0.875,0.7424999999999999,0.7654864785796553,0.25500000000000006,91.22529150000247,94.1438375000061,retriever_noise,0.95,hybrid,0.8491666666666667,690,190,noise120/hybrid,0.8604110618460458,200,0.28142857142857114,140,90.24364600000467,104.16636845000227,noise120,4908.42,0.97,0.98,0.8918333333333333,0.8983808951526021,0.29199999999999954,90.14710400000325,104.36907295000069,5
886.95,1015.8285714285714,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5714285714285714,90.92970799999023,104.56047079998707,0.5535714285714286,1200,chunk_fixed,,,892.775,0.4625,0.65,0.65,0.65,0.65,89.61543800000271,91.70790059999305,top_k,0.7857142857142857,hybrid,0.7857142857142857,690,190,noise120/hybrid/top_k=1,0.7857142857142857,200,0.7857142857142857,140,90.74989599999839,103.2050524000041,noise120,884.62,0.59,0.84,0.84,0.84,0.84,92.1516455000031,114.165640199991,1
2903.3,2861.8285714285716,0.8,0.8,0.6809523809523809,0.7119002364285772,0.2666666666666666,90.1515829999937,96.10795449999614,0.8857142857142857,1200,chunk_fixed,,,2891.85,0.7875,0.8,0.725,0.7325165985634097,0.3916666666666667,92.78702049999765,102.2857666500002,top_k,0.9,hybrid,0.8380952380952381,690,190,noise120/hybrid/top_k=3,0.8377389311103356,200,0.4476190476190475,140,89.08372899998085,95.72991459997834,noise120,2907.88,0.925,0.94,0.8833333333333332,0.8798278641291062,0.47,88.7751874999907,92.12032565001351,3
4914.507142857143,4905.342857142857,0.9142857142857143,0.9142857142857143,0.7052380952380951,0.7573640929936348,0.18285714285714294,88.67291600000726,91.40082049999023,0.9392857142857143,1200,chunk_fixed,,,4929.725,0.8625,0.875,0.7424999999999999,0.7654864785796553,0.25500000000000006,88.33106250000355,93.4901702000019,top_k,0.95,hybrid,0.8491666666666667,690,190,noise120/hybrid/top_k=5,0.8604110618460458,200,0.28142857142857114,140,88.40302049999593,91.78143125002549,noise120,4908.42,0.97,0.98,0.8918333333333333,0.8983808951526021,0.29199999999999954,88.40302049999593,91.07106665001368,5
7881.114285714286,7851.542857142857,0.9142857142857143,0.9142857142857143,0.7052380952380951,0.7573640929936348,0.11428571428571428,88.40466600000241,90.55608740000594,0.9428571428571428,1200,chunk_fixed,,,7845.65,0.8625,0.875,0.7424999999999999,0.7654864785796553,0.159375,88.21547899999871,90.06071010000198,top_k,0.95,hybrid,0.8491666666666667,690,190,noise120/hybrid/top_k=8,0.8619711149661756,200,0.1767857142857143,140,88.40920800000163,90.86831459999445,noise120,7895.3,0.975,0.98,0.8918333333333333,0.9005649695207838,0.18375,88.47945799999479,91.08847324997953,8
9879.307142857142,9808.828571428572,0.9714285714285714,0.9714285714285714,0.7112698412698412,0.7742239450502597,0.0971428571428572,87.90741699999671,90.25339990000134,0.9642857142857143,1200,chunk_fixed,,,9742.475,0.9,0.925,0.7474999999999999,0.7771440814072037,0.1325,88.07102100000463,89.87265030000628,top_k,0.9714285714285714,hybrid,0.8513888888888889,690,190,noise120/hybrid/top_k=10,0.8687180677915325,200,0.14428571428571416,140,87.87891699999761,90.2188166499954,noise120,9934.04,0.99,0.99,0.8929444444444443,0.9053476623452642,0.14899999999999974,87.8223539999965,90.2188166499954,10
